City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Beni,0,CD,1551312484,94,0.49,29.47,62.02,1.61
Qingdao,76,CN,1551308400,86,36.09,120.35,33.8,4.47
Hostinne,0,CZ,1551312377,88,50.54,15.72,50.0,1.12
Sweetwater,90,US,1551311920,57,32.47,-100.41,35.6,11.41
Peterhead,0,AU,1551312341,57,-34.83,138.5,91.0,8.05
Astoria,90,US,1551312215,74,46.19,-123.83,41.0,4.7
Adre,0,TD,1551312485,30,13.47,22.2,74.89,11.68
Gondanglegi,0,ID,1551312551,96,-7.75,112.01,73.45,3.96
Kindu,76,CD,1551312551,98,-2.95,25.92,70.75,2.51
Cayenne,92,GF,1551310200,74,4.94,-52.33,78.8,6.93
Majene,20,ID,1551312551,96,-3.54,118.97,82.45,3.4
Makungu,64,TZ,1551312552,95,-8.74,35.29,67.56,2.06
Two Rivers,1,US,1551312266,78,44.15,-87.57,19.4,9.17
Luzhou,92,CN,1551312552,100,28.89,105.45,48.79,3.29
Quime,88,BO,1551312552,99,-16.98,-67.22,50.14,1.61
Naze,64,NG,1551312552,97,5.43,7.07,71.47,1.5
Sao Miguel do Araguaia,32,BR,1551312552,86,-13.28,-50.16,77.59,4.41
Bafoulabe,76,ML,1551312553,28,13.81,-10.83,71.02,13.24
Lynn Haven,20,US,1551312258,93,30.25,-85.65,66.99,4.7
Kimberley,8,ZA,1551308400,31,-28.74,24.76,60.8,6.93
Yakeshi,0,CN,1551312553,69,49.28,120.73,5.32,5.53
Iseyin,56,NG,1551312553,84,7.97,3.6,77.32,6.31
Amasya,40,TR,1551309600,94,40.65,35.83,32.0,2.24
Rock Falls,1,US,1551312452,77,43.21,-93.08,8.6,11.41
Mchinji,0,MW,1551312554,89,-13.8,32.89,64.99,2.73
Dawei,0,MM,1551312554,93,14.07,98.19,71.74,2.39
Houston,90,US,1551312029,100,29.76,-95.37,73.99,3.4
Gao,44,ML,1551312555,42,16.28,-0.04,59.95,11.23
Puerto Colombia,0,CO,1551312008,74,10.99,-74.96,78.8,16.11
Ambilobe,32,MG,1551312555,96,-13.19,49.05,73.09,1.83
Boa Vista,40,BR,1551312000,42,2.82,-60.67,86.0,9.17
Srednekolymsk,76,RU,1551312557,69,67.46,153.71,-10.21,4.97
Puerto Escondido,75,MX,1551311400,74,15.86,-97.07,82.4,3.36
Kautokeino,20,NO,1551312557,76,69.01,23.04,16.3,7.54
Campbell River,90,CA,1551312078,44,50.02,-125.24,39.2,5.82
Waipawa,0,NZ,1551312256,52,-39.94,176.59,66.0,3.0
Lompoc,90,US,1551312340,82,34.64,-120.46,59.0,12.75
Shingu,75,JP,1551308400,93,33.72,135.99,51.8,5.82
Penzance,90,GB,1551312189,100,50.12,-5.53,54.0,8.05
Kerema,24,PG,1551312558,90,-7.96,145.78,80.43,2.95
Saldanha,8,PT,1551312559,80,41.42,-6.55,34.84,2.28
Hualmay,0,PE,1551312559,74,-11.1,-77.61,73.32,4.07
Kamaishi,75,JP,1551308400,89,39.28,141.86,32.0,3.36
Shasta Lake,20,US,1551312395,87,40.68,-122.36,60.8,7.99
Tupiza,32,BO,1551312560,44,-21.44,-65.72,49.6,2.06
Horadiz,44,AZ,1551312560,81,39.45,47.33,29.94,3.18
Zhigansk,48,RU,1551312560,66,66.77,123.37,-9.13,5.08
Yendi,32,GH,1551312561,31,9.45,0.0,74.13,4.63
Mabaruma,68,GY,1551312561,85,8.2,-59.78,77.82,8.43
Santa Cruz,90,US,1551312537,77,36.97,-122.03,62.6,5.82
Aksu,90,KZ,1551312000,92,52.04,76.93,12.2,2.24
Novobirilyussy,48,RU,1551312561,85,56.95,90.69,21.12,7.2
Plettenberg Bay,0,ZA,1551312321,93,-34.05,23.37,64.27,15.7
Palmetto,1,US,1551312417,82,33.52,-84.67,66.2,3.4
Naters,0,CH,1551312606,65,46.32,7.99,46.99,1.05
Itanhem,36,BR,1551312648,67,-17.17,-40.33,82.99,10.45
Ostersund,56,SE,1551311400,80,63.18,14.64,36.0,16.11
Allen,90,US,1551312496,93,33.1,-96.67,46.0,14.99
Semey,76,KZ,1551312649,91,50.41,80.25,25.39,5.64
Goderich,88,CA,1551312505,87,43.74,-81.71,19.0,5.53
Itoman,75,JP,1551312194,88,26.12,127.67,69.8,14.99
Abong Mbang,88,CM,1551312650,80,3.98,13.18,71.52,1.95
Necochea,80,AR,1551312490,69,-38.55,-58.74,60.01,7.0
Ocho Rios,20,JM,1551308400,54,18.41,-77.1,82.4,21.92
Ipameri,68,BR,1551312651,94,-17.72,-48.16,67.92,0.72
Miandrivazo,76,MG,1551312651,97,-19.53,45.46,70.8,2.62
Port Blair,0,IN,1551312655,100,11.67,92.75,82.59,10.22
Farah,92,AF,1551312655,46,32.37,62.11,48.84,6.2
Pierre,1,US,1551312510,65,44.37,-100.35,12.99,6.93
Hobbs,1,US,1551312366,36,32.7,-103.14,69.8,12.75
Vostok,20,RU,1551312655,73,46.45,135.83,22.69,2.17
Wuwei,0,CN,1551312656,60,37.93,102.64,4.6,2.17
Husavik,48,CA,1551312604,81,50.56,-96.99,9.0,5.99
Makakilo City,40,US,1551312649,53,21.35,-158.09,75.2,13.87
Albox,0,ES,1551312651,71,37.39,-2.15,51.8,3.36
Ales,0,FR,1551312607,93,44.13,4.08,46.4,3.36
Ulladulla,40,AU,1551312121,64,-35.36,150.48,78.01,6.93
Weinan,8,CN,1551312000,92,34.5,109.46,28.4,2.24
Mafeteng,32,LS,1551312658,71,-29.82,27.24,50.77,2.73
Porto Novo,40,BR,1551312000,100,-23.68,-45.44,71.6,3.36
Bima,88,ID,1551312658,100,-8.45,118.73,75.66,1.16
Yaring,20,TH,1551312000,100,6.87,101.37,73.4,4.7
Houma,0,CN,1551312659,83,35.63,111.36,26.16,2.95
Shiyan,0,CN,1551312659,79,32.65,110.78,26.29,1.05
Te Anau,92,NZ,1551312659,63,-45.41,167.72,49.87,3.51
Wanning,0,AT,1551312499,74,48.64,13.53,42.01,6.93
Conchas,92,BR,1551312442,89,-23.02,-48.01,72.78,7.54
Kidal,0,ML,1551312660,22,18.44,1.41,58.92,14.7
La Paz,75,MX,1551310800,27,24.15,-110.32,75.2,11.41
Roding,1,DE,1551312499,100,49.19,12.52,39.99,3.18
Bang Mun Nak,8,TH,1551312661,92,16.03,100.38,72.42,2.84
Darhan,0,MN,1551312661,55,49.49,105.92,4.2,3.62
Mayor Pablo Lagerenza,56,PY,1551312662,77,-19.93,-60.77,76.87,7.87
Talaya,40,RU,1551312625,85,55.79,84.89,16.0,8.95
Campbellsville,75,US,1551312604,54,37.34,-85.34,61.0,8.05
Sorland,80,NO,1551312663,100,67.67,12.69,38.35,27.22
Kholodnyy,56,RU,1551312732,63,62.72,147.95,-16.51,3.51
Springdale,90,US,1551312725,100,36.19,-94.13,37.4,11.41
Mount Gambier,12,AU,1551308400,73,-37.83,140.78,71.6,6.93
Gamba,32,CN,1551312736,70,28.28,88.52,2.94,6.76
Makat,48,KZ,1551312740,100,47.65,53.35,19.99,2.73
Parakou,32,BJ,1551312740,26,9.34,2.63,75.48,4.41
Peleduy,68,RU,1551312740,80,59.63,112.75,14.14,3.96
Santo Antonio do Sudoeste,12,BR,1551312708,85,-26.07,-53.73,70.26,3.18
Mutis,0,CO,1551312744,89,6.23,-77.4,78.36,4.85
Klyuchi,64,RU,1551312744,75,52.25,79.17,16.35,3.74
San Juan,40,PR,1551312332,88,18.47,-66.12,77.0,11.41
Akhtanizovskaya,32,RU,1551310200,100,45.32,37.1,26.6,6.71
Benghazi,56,LY,1551312746,100,32.12,20.07,59.19,15.59
Manzhouli,0,CN,1551312746,66,49.6,117.43,6.4,4.07
Rosarito,75,CO,1551308400,88,4.91,-75.23,75.2,2.24
Nesebar,75,BG,1551312066,64,42.66,27.74,39.2,6.93
Vrangel,76,RU,1551312747,97,42.73,133.08,34.08,3.4
Thunder Bay,40,CA,1551312607,52,48.41,-89.26,15.8,9.17
Clyde River,5,CA,1551308400,82,70.47,-68.59,-20.21,13.87
Kuching,75,MY,1551312000,88,1.56,110.34,78.8,2.24
Bayonet Point,1,US,1551312610,88,28.33,-82.68,70.0,4.85
Smithers,20,CA,1551308400,39,54.78,-127.17,30.2,3.96
Anadyr,40,RU,1551312194,92,64.73,177.51,26.6,11.18
Agadir,40,MA,1551310200,93,30.42,-9.58,55.4,3.36
Faya,0,SA,1551308400,45,18.39,42.45,66.2,11.41
Butembo,0,CD,1551312749,91,0.12,29.29,58.38,3.18
Gushikawa,90,JP,1551312194,88,26.35,127.87,69.8,6.93
Kabinda,92,CD,1551312749,97,-6.14,24.49,67.83,7.09
Conceicao do Araguaia,32,BR,1551312750,89,-8.26,-49.26,79.17,4.41
Wattegama,36,LK,1551312750,97,7.35,80.68,68.19,2.62
Vao,32,EE,1551312750,87,59.1,26.19,32.19,9.66
Sioux Lookout,90,CA,1551311160,60,50.1,-91.92,10.4,11.41
Kirakira,76,SB,1551312750,100,-10.46,161.92,77.91,5.53
Machilipatnam,0,IN,1551312751,91,16.18,81.14,76.15,5.97
Pathalgaon,92,IN,1551312751,70,22.56,83.46,58.47,2.06
Balkhash,92,KZ,1551312751,96,46.84,74.98,30.52,11.56
Luohe,0,CN,1551312751,75,33.57,114.03,31.74,2.95
Brive-la-Gaillarde,0,FR,1551312615,66,45.16,1.53,44.01,2.62
Sarka Ghat,44,IN,1551312752,89,31.7,76.73,31.15,2.51
Fort Nelson,75,CA,1551308400,63,58.81,-122.69,30.2,2.24
Odesskoye,36,RU,1551312752,66,54.21,72.97,2.49,3.85
Karpogory,88,RU,1551312753,84,64.0,44.44,19.9,5.41
Sokoni,0,CD,1551312753,89,-12.89,28.78,65.62,3.18
Louis Trichardt,0,ZA,1551312753,91,-23.04,29.91,64.77,2.39
Okmulgee,90,US,1551312744,100,35.62,-95.96,30.2,13.87
Champerico,5,MX,1551311220,48,16.38,-93.6,82.4,17.22
Mnogovershinnyy,0,RU,1551312819,59,53.94,139.92,12.52,4.18
Mus,0,FR,1551312729,93,43.74,4.2,46.4,3.36
Yar-Sale,48,RU,1551312819,82,66.83,70.83,3.03,20.62
Porto Murtinho,80,BR,1551312819,97,-21.7,-57.88,72.51,8.66
Rome,0,IT,1551312664,61,41.89,12.48,51.01,4.7
Beira,0,ES,1551312811,93,43.2,-8.36,54.0,4.7
Verkhoyansk,8,RU,1551312820,0,67.55,133.39,-37.88,2.62
Staraya Toropa,80,RU,1551312820,92,56.28,31.67,32.64,11.79
Terrace,20,CA,1551308400,40,54.52,-128.61,37.4,16.11
Nuuk,75,GL,1551312168,100,64.17,-51.74,32.0,23.04
Colares,20,PT,1551312802,76,38.8,-9.45,55.99,12.75
Byumba,40,RW,1551312775,56,-1.58,30.06,68.0,2.24
Torbat-e Jam,68,IR,1551312821,92,35.24,60.63,38.58,8.55
Kulhudhuffushi,20,MV,1551312822,100,6.62,73.07,81.06,3.85
Tuatapere,92,NZ,1551312605,78,-46.13,167.69,52.0,8.01
Zatoka,0,PL,1551312617,60,50.04,20.52,46.0,10.29
Etchoropo,80,MX,1551312663,60,26.77,-109.67,79.0,5.99
